Mod:Item:MetaData, Localized Name
Thaumcraft:blockCustomOre:7, 琥珀矿石
Thaumcraft:blockMagicalLog:0, 宏伟之木原木
Thaumcraft:blockMagicalLog:1, 银树原木
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
Thaumcraft:blockMagicalLeaves:0, 宏伟之木树叶
Thaumcraft:blockMagicalLeaves:1, 银树树叶
Thaumcraft:blockCustomPlant:0, 宏伟之木树苗
Thaumcraft:blockCustomPlant:1, 银树树苗
Thaumcraft:blockCustomPlant:2, 水银花
Thaumcraft:blockCustomPlant:3, 火焰草
Thaumcraft:blockCustomPlant:4, 天域花
Thaumcraft:blockCustomPlant:5, 纤毛菇
Thaumcraft:blockTaint:0, 陈年污点
Thaumcraft:blockTaint:1, 腐化泥土
Thaumcraft:blockTaint:2, 血肉方块
Thaumcraft:blockTaintFibres:0, 腐化草丛
Thaumcraft:blockTaintFibres:1, 腐化草地
Thaumcraft:blockTaintFibres:2, 腐化植物
Thaumcraft:blockTaintFibres:3, 孢子梗
Thaumcraft:blockCosmeticOpaque:0, 琥珀方块
Thaumcraft:blockCosmeticOpaque:1, 琥珀砖块
Thaumcraft:blockCosmeticOpaque:2, 守卫者玻璃
Thaumcraft:blockCosmeticSolid:0, 黑曜石图腾
Thaumcraft:blockCosmeticSolid:1, 黑曜石瓦块
Thaumcraft:blockCosmeticSolid:2, 旅行者铺路石
Thaumcraft:blockCosmeticSolid:3, 守卫者铺路石
Thaumcraft:blockCosmeticSolid:4, 神秘方块
Thaumcraft:blockCosmeticSolid:5, 油脂方块
Thaumcraft:blockCosmeticSolid:6, 奥术石块
Thaumcraft:blockCosmeticSolid:7, 奥术石砖
Thaumcraft:blockCosmeticSolid:8, 蕴灵黑曜石图腾
Thaumcraft:blockCosmeticSolid:9, 傀儡脚镣
Thaumcraft:blockCosmeticSolid:11, 荒古石头
Thaumcraft:blockCosmeticSolid:12, 荒古岩石
Thaumcraft:blockCosmeticSolid:14, 陈年石头
Thaumcraft:blockCosmeticSolid:15, 荒古石座
Thaumcraft:blockCrystal:0, 风之魔晶
Thaumcraft:blockCrystal:1, 火之魔晶
Thaumcraft:blockCrystal:2, 水之魔晶
Thaumcraft:blockCrystal:3, 地之魔晶
Thaumcraft:blockCrystal:4, 秩序魔晶
Thaumcraft:blockCrystal:5, 混沌魔晶
Thaumcraft:blockCrystal:6, 复相魔晶
Thaumcraft:blockTube:0, 源质管道
Thaumcraft:blockTube:1, 源质阀门
Thaumcraft:blockTube:2, 奥法离心机
Thaumcraft:blockTube:3, 过滤源质管道
Thaumcraft:blockTube:4, 源质缓存器
Thaumcraft:blockTube:5, 限定源质管道
Thaumcraft:blockTube:6, 定向源质管道
Thaumcraft:blockTube:7, 源质结晶器
Thaumcraft:blockMetalDevice:0, 坩埚
Thaumcraft:blockMetalDevice:1, 奥术蒸馏器
Thaumcraft:blockMetalDevice:5, 物品格栅
Thaumcraft:blockMetalDevice:7, 奥术灯
Thaumcraft:blockMetalDevice:8, 催生灯
Thaumcraft:blockMetalDevice:13, 育种灯
Thaumcraft:blockMetalDevice:9, 炼金构材
Thaumcraft:blockMetalDevice:3, 高级炼金构材
Thaumcraft:blockMetalDevice:12, 记忆矩阵
Thaumcraft:blockMetalDevice:14, 魔力中继器
Thaumcraft:blockMetalDevice:2, 魔力充能中继器
Thaumcraft:blockWoodenDevice:0, 奥术风箱
Thaumcraft:blockWoodenDevice:1, 奥术之耳
Thaumcraft:blockWoodenDevice:2, 奥术压力盘
Thaumcraft:blockWoodenDevice:4, 奥术钻探机基座
Thaumcraft:blockWoodenDevice:5, 奥术钻探机
Thaumcraft:blockWoodenDevice:6, 宏伟之树木板
Thaumcraft:blockWoodenDevice:7, 银树木板
Thaumcraft:blockWoodenDevice:8, 血腥教徒旗帜
Thaumcraft:blockWoodenDevice:8, 白色旗帜
Thaumcraft:blockWoodenDevice:8, 橙色旗帜
Thaumcraft:blockWoodenDevice:8, 品红色旗帜
Thaumcraft:blockWoodenDevice:8, 浅蓝色旗帜
Thaumcraft:blockWoodenDevice:8, 黄色旗帜
Thaumcraft:blockWoodenDevice:8, 柠檬色旗帜
Thaumcraft:blockWoodenDevice:8, 粉色旗帜
Thaumcraft:blockWoodenDevice:8, 灰色旗帜
Thaumcraft:blockWoodenDevice:8, 浅灰色旗帜
Thaumcraft:blockWoodenDevice:8, 青色旗帜
Thaumcraft:blockWoodenDevice:8, 紫色旗帜
Thaumcraft:blockWoodenDevice:8, 蓝色旗帜
Thaumcraft:blockWoodenDevice:8, 棕色旗帜
Thaumcraft:blockWoodenDevice:8, 绿色旗帜
Thaumcraft:blockWoodenDevice:8, 红色旗帜
Thaumcraft:blockWoodenDevice:8, 黑色旗帜
Thaumcraft:blockStoneDevice:0, 炼金炉
Thaumcraft:blockStoneDevice:1, 奥术基座
Thaumcraft:blockStoneDevice:2, 符文矩阵
Thaumcraft:blockStoneDevice:5, 法杖充能基座
Thaumcraft:blockStoneDevice:8, 复合充能核心
Thaumcraft:blockStoneDevice:9, 节点稳定器
Thaumcraft:blockStoneDevice:10, 高级节点稳定器
Thaumcraft:blockStoneDevice:11, 节点换能器
Thaumcraft:blockStoneDevice:12, 奥术浴场
Thaumcraft:blockStoneDevice:13, 核心镶饰台
Thaumcraft:blockStoneDevice:14, 咒波洗涤器
Thaumcraft:blockMirror:0, 魔镜
Thaumcraft:blockMirror:6, 源质之镜
Thaumcraft:blockTable:0, 台桌
Thaumcraft:blockTable:14, 解构工作台
Thaumcraft:blockTable:15, 奥术工作台
Thaumcraft:blockChestHungry, 饕餮箱子
Thaumcraft:blockArcaneDoor, 奥能之扉
Thaumcraft:blockLifter, 奥术悬浮台
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, 荒古炼金炉
Thaumcraft:blockJar:0, 源质罐子
Thaumcraft:blockJar:1, 缸中之脑
Thaumcraft:blockJar:3, 虚空罐子
Thaumcraft:blockCandle:0, 白色油脂蜡烛
Thaumcraft:blockCandle:1, 橙色油脂蜡烛
Thaumcraft:blockCandle:2, 品红色油脂蜡烛
Thaumcraft:blockCandle:3, 浅蓝色油脂蜡烛
Thaumcraft:blockCandle:4, 黄色油脂蜡烛
Thaumcraft:blockCandle:5, 柠檬色油脂蜡烛
Thaumcraft:blockCandle:6, 粉色油脂蜡烛
Thaumcraft:blockCandle:7, 灰色油脂蜡烛
Thaumcraft:blockCandle:8, 浅灰色油脂蜡烛
Thaumcraft:blockCandle:9, 青色油脂蜡烛
Thaumcraft:blockCandle:10, 紫色油脂蜡烛
Thaumcraft:blockCandle:11, 蓝色油脂蜡烛
Thaumcraft:blockCandle:12, 棕色油脂蜡烛
Thaumcraft:blockCandle:13, 绿色油脂蜡烛
Thaumcraft:blockCandle:14, 红色油脂蜡烛
Thaumcraft:blockCandle:15, 黑色油脂蜡烛
Thaumcraft:blockEldritch:4, 发光荒古石头
Thaumcraft:blockAiry:0, 灵气节点
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, 炼狱熔炉
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, 隙间
Thaumcraft:blockPortalEldritch, 邪术传送门
Thaumcraft:blockEssentiaReservoir:0, 源质库
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, 奥术楼梯
Thaumcraft:blockStairsGreatwood, 宏伟之木楼梯
Thaumcraft:blockStairsSilverwood, 银树楼梯
Thaumcraft:blockStairsEldritch, 荒古楼梯
Thaumcraft:blockCosmeticSlabWood:0, 宏伟之木台阶
Thaumcraft:blockCosmeticSlabWood:1, 银树台阶
Thaumcraft:blockCosmeticSlabStone:0, 奥术台阶
Thaumcraft:blockCosmeticSlabStone:1, 荒古台阶
Thaumcraft:blockCosmeticDoubleSlabWood, Wood Slab
Thaumcraft:blockCosmeticDoubleSlabStone, Stone Slab
Thaumcraft:blockLootUrn:0, 古旧之瓮
Thaumcraft:blockLootUrn:1, 古旧之瓮
Thaumcraft:blockLootUrn:2, 古旧之瓮
Thaumcraft:blockLootCrate:0, 废弃箱子
Thaumcraft:blockLootCrate:1, 废弃箱子
Thaumcraft:blockLootCrate:2, 废弃箱子
Botania:flower:0, 白色神秘花
Botania:flower:1, 橙色神秘花
Botania:flower:2, 品红色神秘花
Botania:flower:3, 淡蓝色神秘花
Botania:flower:4, 黄色神秘花
Botania:flower:5, 黄绿色神秘花
Botania:flower:6, 粉色神秘花
Botania:flower:7, 灰色神秘花
Botania:flower:8, 淡灰色神秘花
Botania:flower:9, 青色神秘花
Botania:flower:10, 紫色神秘花
Botania:flower:11, 蓝色神秘花
Botania:flower:12, 棕色神秘花
Botania:flower:13, 绿色神秘花
Botania:flower:14, 红色神秘花
Botania:flower:15, 黑色神秘花
Botania:altar:0, 花药台
Botania:altar:1, 森林花药台
Botania:altar:2, 平原花药台
Botania:altar:3, 高山花药台
Botania:altar:4, 菌丝花药台
Botania:altar:5, 沼泽花药台
Botania:altar:6, 沙漠花药台
Botania:altar:7, 雪原花药台
Botania:altar:8, 高原花药台
Botania:livingrock:0, 活石
Botania:livingrock:1, 活石砖
Botania:livingrock:2, 苔活石砖
Botania:livingrock:3, 裂活石砖
Botania:livingrock:4, 框边活石砖
Botania:livingwood:0, 活木
Botania:livingwood:1, 活木板
Botania:livingwood:2, 苔活木板
Botania:livingwood:3, 框边活木板
Botania:livingwood:4, 框纹活木板
Botania:livingwood:5, 微光活木
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, 魔力发射器
Botania:spreader:1, 魔力发射器(红石)
Botania:spreader:2, 精灵魔力发射器
Botania:spreader:3, 盖亚魔力发射器
Botania:pool:0, 魔力池
Botania:pool:2, 稀释魔力池
Botania:pool:3, 神话魔力池
Botania:pool:1, 永恒魔力池
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, 白色不稳定立方
Botania:unstableBlock:1, 橙色不稳定立方
Botania:unstableBlock:2, 品红色不稳定立方
Botania:unstableBlock:3, 淡蓝色不稳定立方
Botania:unstableBlock:4, 黄色不稳定立方
Botania:unstableBlock:5, 黄绿色不稳定立方
Botania:unstableBlock:6, 粉色不稳定立方
Botania:unstableBlock:7, 灰色不稳定立方
Botania:unstableBlock:8, 淡灰色不稳定立方
Botania:unstableBlock:9, 青色不稳定立方
Botania:unstableBlock:10, 紫色不稳定立方
Botania:unstableBlock:11, 蓝色不稳定立方
Botania:unstableBlock:12, 棕色不稳定立方
Botania:unstableBlock:13, 绿色不稳定立方
Botania:unstableBlock:14, 红色不稳定立方
Botania:unstableBlock:15, 黑色不稳定立方
Botania:pylon:0, 魔法水晶
Botania:pylon:1, 自然水晶
Botania:pylon:2, 盖亚水晶
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, tile.distributor.name
Botania:manaBeacon:0, 白色不稳定信标
Botania:manaBeacon:1, 橙色不稳定信标
Botania:manaBeacon:2, 品红色不稳定信标
Botania:manaBeacon:3, 淡蓝色不稳定信标
Botania:manaBeacon:4, 黄色不稳定信标
Botania:manaBeacon:5, 黄绿色不稳定信标
Botania:manaBeacon:6, 粉色不稳定信标
Botania:manaBeacon:7, 灰色不稳定信标
Botania:manaBeacon:8, 淡灰色不稳定信标
Botania:manaBeacon:9, 青色不稳定信标
Botania:manaBeacon:10, 紫色不稳定信标
Botania:manaBeacon:11, 蓝色不稳定信标
Botania:manaBeacon:12, 棕色不稳定信标
Botania:manaBeacon:13, 绿色不稳定信标
Botania:manaBeacon:14, 红色不稳定信标
Botania:manaBeacon:15, 黑色不稳定信标
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, 渗透附魔台
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, 花格箱
Botania:openCrate:1, 机巧箱
Botania:forestEye, tile.forestEye.name
Botania:storage:0, 魔力钢块
Botania:storage:1, 泰拉钢块
Botania:storage:2, 源质钢块
Botania:storage:3, 魔力钻石块
Botania:storage:4, 龙石块
Botania:forestDrum:0, 狂野之鼓
Botania:forestDrum:1, 收集之鼓
Botania:forestDrum:2, 林冠之鼓
Botania:shinyFlower:0, 白色荧光花
Botania:shinyFlower:1, 橙色荧光花
Botania:shinyFlower:2, 品红色荧光花
Botania:shinyFlower:3, 淡蓝色荧光花
Botania:shinyFlower:4, 黄色荧光花
Botania:shinyFlower:5, 黄绿色荧光花
Botania:shinyFlower:6, 粉色荧光花
Botania:shinyFlower:7, 灰色荧光花
Botania:shinyFlower:8, 淡灰色荧光花
Botania:shinyFlower:9, 青色荧光花
Botania:shinyFlower:10, 紫色荧光花
Botania:shinyFlower:11, 蓝色荧光花
Botania:shinyFlower:12, 棕色荧光花
Botania:shinyFlower:13, 绿色荧光花
Botania:shinyFlower:14, 红色荧光花
Botania:shinyFlower:15, 黑色荧光花
Botania:platform:0, 奥秘平台
Botania:platform:1, 幻影平台
Botania:platform:2, 不破平台
Botania:alfheimPortal, tile.alfheimPortal.name
Botania:dreamwood:0, 梦之木
Botania:dreamwood:1, 梦之木板
Botania:dreamwood:2, 苔梦之木板
Botania:dreamwood:3, 框边梦之木板
Botania:dreamwood:4, 框纹梦之木板
Botania:dreamwood:5, 微光梦之木
Botania:conjurationCatalyst, tile.conjurationCatalyst.name
Botania:bifrost, tile.bifrost.name
Botania:solidVine, tile.solidVine.name
Botania:buriedPetals:0, 埋藏白色花瓣
Botania:buriedPetals:1, 埋藏橙色花瓣
Botania:buriedPetals:2, 埋藏品红色花瓣
Botania:buriedPetals:3, 埋藏淡蓝色花瓣
Botania:buriedPetals:4, 埋藏黄色花瓣
Botania:buriedPetals:5, 埋藏黄绿色花瓣
Botania:buriedPetals:6, 埋藏粉色花瓣
Botania:buriedPetals:7, 埋藏灰色花瓣
Botania:buriedPetals:8, 埋藏淡灰色花瓣
Botania:buriedPetals:9, 埋藏青色花瓣
Botania:buriedPetals:10, 埋藏紫色花瓣
Botania:buriedPetals:11, 埋藏蓝色花瓣
Botania:buriedPetals:12, 埋藏棕色花瓣
Botania:buriedPetals:13, 埋藏绿色花瓣
Botania:buriedPetals:14, 埋藏红色花瓣
Botania:buriedPetals:15, 埋藏黑色花瓣
Botania:prismarine:0, 海晶石
Botania:prismarine:1, 海晶石砖
Botania:prismarine:2, 深色海晶石
Botania:seaLamp, tile.seaLamp.name
Botania:miniIsland:0, 白色浮空花
Botania:miniIsland:1, 橙色浮空花
Botania:miniIsland:2, 品红色浮空花
Botania:miniIsland:3, 淡蓝色浮空花
Botania:miniIsland:4, 黄色浮空花
Botania:miniIsland:5, 黄绿色浮空花
Botania:miniIsland:6, 粉色浮空花
Botania:miniIsland:7, 灰色浮空花
Botania:miniIsland:8, 淡灰色浮空花
Botania:miniIsland:9, 青色浮空花
Botania:miniIsland:10, 紫色浮空花
Botania:miniIsland:11, 蓝色浮空花
Botania:miniIsland:12, 棕色浮空花
Botania:miniIsland:13, 绿色浮空花
Botania:miniIsland:14, 红色浮空花
Botania:miniIsland:15, 黑色浮空花
Botania:tinyPotato, tile.tinyPotato.name
Botania:spawnerClaw, tile.spawnerClaw.name
Botania:reedBlock, tile.reedBlock.name
Botania:thatch, tile.thatch.name
Botania:customBrick:0, 炼狱砖块
Botania:customBrick:1, 灵魂砖块
Botania:customBrick:2, 霜冻砖块
Botania:customBrick:3, 瓦块
Botania:customBrick:4, 阿兹勒赫瓷砖
Botania:customBrick:5, 阿兹勒赫瓷砖
Botania:customBrick:6, 阿兹勒赫瓷砖
Botania:customBrick:7, 阿兹勒赫瓷砖
Botania:customBrick:8, 阿兹勒赫瓷砖
Botania:customBrick:9, 阿兹勒赫瓷砖
Botania:customBrick:10, 阿兹勒赫瓷砖
Botania:customBrick:11, 阿兹勒赫瓷砖
Botania:customBrick:12, 阿兹勒赫瓷砖
Botania:customBrick:13, 阿兹勒赫瓷砖
Botania:customBrick:14, 阿兹勒赫瓷砖
Botania:customBrick:15, 阿兹勒赫瓷砖
Botania:enderEyeBlock, tile.enderEyeBlock.name
Botania:starfield, tile.starfield.name
Botania:rfGenerator, tile.rfGenerator.name
Botania:elfGlass, tile.elfGlass.name
Botania:brewery, tile.brewery.name
Botania:manaGlass, tile.manaGlass.name
Botania:terraPlate, tile.terraPlate.name
Botania:redStringContainer, tile.redStringContainer.name
Botania:redStringDispenser, tile.redStringDispenser.name
Botania:redStringFertilizer, tile.redStringFertilizer.name
Botania:redStringComparator, tile.redStringComparator.name
Botania:redStringRelay, tile.redStringRelay.name
Botania:floatingSpecialFlower, tile.floatingSpecialFlower.name
Botania:manaFlame, tile.manaFlame.name
Botania:prism, tile.prism.name
Botania:dirtPath, tile.dirtPath.name
Botania:enchantedSoil, tile.enchantedSoil.name
Botania:petalBlock:0, 白色花瓣块
Botania:petalBlock:1, 橙色花瓣块
Botania:petalBlock:2, 品红色花瓣块
Botania:petalBlock:3, 淡蓝色花瓣块
Botania:petalBlock:4, 黄色花瓣块
Botania:petalBlock:5, 黄绿色花瓣块
Botania:petalBlock:6, 粉色花瓣块
Botania:petalBlock:7, 灰色花瓣块
Botania:petalBlock:8, 淡灰色花瓣块
Botania:petalBlock:9, 青色花瓣块
Botania:petalBlock:10, 紫色花瓣块
Botania:petalBlock:11, 蓝色花瓣块
Botania:petalBlock:12, 棕色花瓣块
Botania:petalBlock:13, 绿色花瓣块
Botania:petalBlock:14, 红色花瓣块
Botania:petalBlock:15, 黑色花瓣块
Botania:corporeaIndex, tile.corporeaIndex.name
Botania:corporeaFunnel, tile.corporeaFunnel.name
Botania:endStoneBrick:0, 末地石砖
Botania:endStoneBrick:1, 錾制末地石砖
Botania:endStoneBrick:2, 末影石砖
Botania:endStoneBrick:3, 竖纹末影石砖
Botania:mushroom:0, 白色微光蘑菇
Botania:mushroom:1, 橙色微光蘑菇
Botania:mushroom:2, 品红色微光蘑菇
Botania:mushroom:3, 淡蓝色微光蘑菇
Botania:mushroom:4, 黄色微光蘑菇
Botania:mushroom:5, 黄绿色微光蘑菇
Botania:mushroom:6, 粉色微光蘑菇
Botania:mushroom:7, 灰色微光蘑菇
Botania:mushroom:8, 淡灰色微光蘑菇
Botania:mushroom:9, 青色微光蘑菇
Botania:mushroom:10, 紫色微光蘑菇
Botania:mushroom:11, 蓝色微光蘑菇
Botania:mushroom:12, 棕色微光蘑菇
Botania:mushroom:13, 绿色微光蘑菇
Botania:mushroom:14, 红色微光蘑菇
Botania:mushroom:15, 黑色微光蘑菇
Botania:pump, 机械流体泵管道
Botania:doubleFlower1:0, 白色高神秘花
Botania:doubleFlower1:1, 橙色高神秘花
Botania:doubleFlower1:2, 品红色高神秘花
Botania:doubleFlower1:3, 淡蓝色高神秘花
Botania:doubleFlower1:4, 黄色高神秘花
Botania:doubleFlower1:5, 黄绿色高神秘花
Botania:doubleFlower1:6, 粉色高神秘花
Botania:doubleFlower1:7, 灰色高神秘花
Botania:doubleFlower2:0, 淡灰色高神秘花
Botania:doubleFlower2:1, 青色高神秘花
Botania:doubleFlower2:2, 紫色高神秘花
Botania:doubleFlower2:3, 蓝色高神秘花
Botania:doubleFlower2:4, 褐色高神秘花
Botania:doubleFlower2:5, 绿色高神秘花
Botania:doubleFlower2:6, 红色高神秘花
Botania:doubleFlower2:7, 黑色高神秘花
Botania:fakeAir, tile.fakeAir.name
Botania:blazeBlock, tile.blazeBlock.name
Botania:corporeaInterceptor, tile.corporeaInterceptor.name
Botania:corporeaCrystalCube, tile.corporeaCrystalCube.name
Botania:incensePlate, tile.incensePlate.name
Botania:hourglass, tile.hourglass.name
Botania:ghostRail, tile.ghostRail.name
Botania:sparkChanger, tile.sparkChanger.name
Botania:root, tile.root.name
Botania:felPumpkin, tile.felPumpkin.name
Botania:cocoon, tile.cocoon.name
Botania:lightRelay:0, 微光
Botania:lightRelay:1, 探测微光
Botania:lightLauncher, tile.lightLauncher.name
Botania:manaBomb, tile.manaBomb.name
Botania:cacophoniumBlock, tile.cacophoniumBlock.name
Botania:bellows, tile.bellows.name
Botania:bifrostPerm, tile.bifrostPerm.name
Botania:cellBlock, tile.cellBlock.name
Botania:redStringInterceptor, tile.redStringInterceptor.name
Botania:gaiaHeadBlock, tile.gaiaHeadBlock.name
Botania:corporeaRetainer, tile.corporeaRetainer.name
Botania:teruTeruBozu, tile.teruTeruBozu.name
Botania:shimmerrock, tile.shimmerrock.name
Botania:shimmerwoodPlanks, tile.shimmerwoodPlanks.name
Botania:avatar, tile.avatar.name
Botania:altGrass:0, 干草地
Botania:altGrass:1, 黄金草地
Botania:altGrass:2, 鲜草草地
Botania:altGrass:3, 焦草草地
Botania:altGrass:4, 注魔草地
Botania:altGrass:5, 异变草地
Botania:livingwood0Stairs, tile.livingwood0Stairs.name
Botania:livingwood0Wall, tile.livingwood0Wall.name
Botania:livingwood1Stairs, tile.livingwood1Stairs.name
Botania:livingrock0Stairs, tile.livingrock0Stairs.name
Botania:livingrock0Wall, tile.livingrock0Wall.name
Botania:livingrock1Stairs, tile.livingrock1Stairs.name
Botania:dreamwood0Stairs, tile.dreamwood0Stairs.name
Botania:dreamwood0Wall, tile.dreamwood0Wall.name
Botania:dreamwood1Stairs, tile.dreamwood1Stairs.name
Botania:prismarine0Stairs, tile.prismarine0Stairs.name
